"op","ctrl","mass","form","mod","rad","ref","thk"
"metallurgy","A",10,"alpha","h2o",1.905,"h2o",1.27
"large sample","A",17,"alpha","h2o",14.605,"h2o",0.635
"small sample","A",65,"alpha","h2o",13.335,"h2o",0.635
"metallurgy","E",85,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",65,"alpha","h2o",12.7,"h2o",1.27
"large sample","A",13,"alpha","h2o",5.08,"h2o",4.445
"large sample","M",40,"alpha","h2o",30.48,"h2o",0.635
"large sample","E",122,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",9.525,"h2o",2.54
"large sample","A",24,"alpha","h2o",10.795,"h2o",1.905
"large sample","D",103,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",43,"alpha","h2o",1.27,"h2o",2.54
"large sample","E",206,"alpha","h2o",1.27,"h2o",0.635
"metallurgy","E",1,"alpha","h2o",0.635,"h2o",0.635
"waste","P",48,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",24,"alpha","h2o",10.795,"h2o",2.54
"small sample","A",56,"alpha","h2o",10.16,"h2o",0.635
"large sample","M",102,"alpha","h2o",8.255,"h2o",1.27
"large sample","A",28,"alpha","h2o",13.335,"h2o",0.635
"metallurgy","A",13,"alpha","h2o",6.35,"h2o",1.27
"small sample","A",18,"alpha","h2o",10.16,"h2o",1.905
"small sample","A",47,"alpha","h2o",14.605,"h2o",2.54
"small sample","A",23,"alpha","h2o",12.065,"h2o",3.81
"large sample","B",64,"alpha","h2o",4.445,"h2o",0.635
"waste","P",77,"alpha","h2o",10.795,"h2o",2.54
"small sample","A",52,"alpha","h2o",1.905,"h2o",0.635
"solution","A",14,"alpha","h2o",3.81,"h2o",3.175
"small sample","A",65,"alpha","h2o",5.08,"h2o",0.635
"machining","A",30,"alpha","h2o",0.635,"h2o",1.27
"small sample","A",27,"alpha","h2o",14.605,"h2o",1.27
"large sample","A",32,"alpha","h2o",7.62,"h2o",1.27
"large sample","D",167,"alpha","h2o",2.54,"h2o",0.635
"metallurgy","E",90,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",58,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",26,"alpha","h2o",0.635,"h2o",1.27
"small sample","B",24,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",50,"alpha","h2o",6.35,"h2o",5.08
"small sample","A",63,"alpha","h2o",8.89,"h2o",0.635
"large sample","E",294,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",7,"alpha","h2o",12.7,"h2o",1.905
"solution","A",3,"alpha","h2o",2.54,"h2o",3.175
"large sample","A",35,"alpha","h2o",10.16,"h2o",2.54
"large sample","E",9,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",37,"alpha","h2o",3.81,"h2o",3.175
"machining","M",61,"alpha","h2o",3.175,"h2o",0.635
"large sample","C",126,"alpha","h2o",3.175,"h2o",0.635
"large sample","D",93,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",27,"alpha","h2o",5.715,"h2o",1.905
"large sample","D",52,"alpha","h2o",5.08,"h2o",1.27
"metallurgy","A",26,"alpha","h2o",12.065,"h2o",0.635
"small sample","A",53,"alpha","h2o",3.175,"h2o",0.635
"large sample","B",11,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",11,"alpha","h2o",2.54,"h2o",0.635
"solution","A",8,"alpha","h2o",24.13,"h2o",1.27
"large sample","E",80,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","A",8,"alpha","h2o",8.255,"h2o",0.635
"small sample","A",17,"alpha","h2o",5.08,"h2o",2.54
"small sample","A",10,"alpha","h2o",13.335,"h2o",1.27
"large sample","M",49,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",21,"alpha","h2o",10.16,"h2o",1.27
"small sample","A",13,"alpha","h2o",2.54,"h2o",1.27
"solution","A",11,"alpha","h2o",10.16,"h2o",0.635
"large sample","B",44,"alpha","h2o",3.175,"h2o",1.905
"large sample","D",104,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",10,"alpha","h2o",3.175,"h2o",1.27
"large sample","A",29,"alpha","h2o",3.81,"h2o",0.635
"solution","A",11,"alpha","h2o",15.24,"h2o",0.635
"small sample","A",7,"alpha","h2o",2.54,"h2o",1.905
"small sample","B",50,"alpha","h2o",6.985,"h2o",1.27
"solution","A",7,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",35,"alpha","h2o",15.875,"h2o",0.635
"machining","M",79,"alpha","h2o",5.08,"h2o",0.635
"metallurgy","A",44,"alpha","h2o",11.43,"h2o",1.905
"solution","A",12,"alpha","h2o",12.7,"h2o",0.635
"large sample","E",33,"alpha","h2o",0.635,"h2o",0.635
"large sample","D",216,"alpha","h2o",10.795,"h2o",0.635
"small sample","A",13,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",22,"alpha","h2o",8.255,"h2o",1.905
"large sample","B",95,"alpha","h2o",17.145,"h2o",2.54
"small sample","A",26,"alpha","h2o",5.715,"h2o",1.27
"metallurgy","A",10,"alpha","h2o",3.81,"h2o",0.635
"solution","A",9,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",65,"alpha","h2o",1.905,"h2o",1.27
"machining","M",37,"alpha","h2o",14.605,"h2o",0.635
"small sample","A",2,"alpha","h2o",6.35,"h2o",1.27
"solution","A",18,"alpha","h2o",37.465,"h2o",2.54
"small sample","A",9,"alpha","h2o",19.05,"h2o",0.635
"small sample","A",50,"alpha","h2o",10.795,"h2o",0.635
"solution","A",14,"alpha","h2o",2.54,"h2o",1.27
"large sample","A",55,"alpha","h2o",31.75,"h2o",3.175
"large sample","A",10,"alpha","h2o",8.255,"h2o",1.27
"solution","A",8,"alpha","h2o",5.08,"h2o",1.27
"machining","M",51,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","A",5,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",31,"alpha","h2o",8.255,"h2o",1.27
"large sample","D",26,"alpha","h2o",0.635,"h2o",1.905
"machining","M",68,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",28,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",64,"alpha","h2o",12.065,"h2o",1.27
"large sample","B",29,"alpha","h2o",1.27,"h2o",0.635
"metallurgy","B",180,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",51,"alpha","h2o",6.35,"h2o",1.905
"machining","A",27,"alpha","h2o",13.97,"h2o",1.905
"solution","A",43,"alpha","h2o",11.43,"h2o",1.27
"machining","M",29,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",65,"alpha","h2o",8.255,"h2o",2.54
"small sample","A",20,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",29,"alpha","h2o",4.445,"h2o",1.27
"large sample","A",58,"alpha","h2o",7.62,"h2o",0.635
"small sample","A",20,"alpha","h2o",5.08,"h2o",0.635
"small sample","B",31,"alpha","h2o",2.54,"h2o",1.905
"metallurgy","A",65,"alpha","h2o",7.62,"h2o",0.635
"small sample","A",61,"alpha","h2o",6.985,"h2o",1.905
"metallurgy","A",51,"alpha","h2o",6.35,"h2o",0.635
"large sample","D",39,"alpha","h2o",0.635,"h2o",1.27
"solution","A",50,"alpha","h2o",6.35,"h2o",1.905
"large sample","A",65,"alpha","h2o",5.08,"h2o",1.27
"large sample","E",79,"alpha","h2o",1.27,"h2o",0.635
"large sample","D",67,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",2,"alpha","h2o",10.16,"h2o",0.635
"waste","P",61,"alpha","h2o",14.605,"h2o",2.54
"large sample","D",161,"alpha","h2o",3.175,"h2o",0.635
"solution","A",14,"alpha","h2o",10.795,"h2o",0.635
"metallurgy","E",33,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",1,"alpha","h2o",16.51,"h2o",1.905
"small sample","A",24,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",22,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",22,"alpha","h2o",21.59,"h2o",0.635
"large sample","A",29,"alpha","h2o",17.145,"h2o",1.27
"small sample","A",10,"alpha","h2o",6.35,"h2o",0.635
"machining","M",12,"alpha","h2o",22.86,"h2o",0.635
"small sample","A",22,"alpha","h2o",15.875,"h2o",1.27
"large sample","A",32,"alpha","h2o",8.89,"h2o",2.54
"solution","A",8,"alpha","h2o",14.605,"h2o",1.27
"large sample","E",25,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",65,"alpha","h2o",5.08,"h2o",1.905
"large sample","A",30,"alpha","h2o",21.59,"h2o",0.635
"small sample","A",52,"alpha","h2o",6.985,"h2o",0.635
"machining","M",26,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",21,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",23,"alpha","h2o",17.145,"h2o",0.635
"machining","M",28,"alpha","h2o",38.735,"h2o",0.635
"small sample","A",26,"alpha","h2o",6.985,"h2o",1.905
"large sample","D",89,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",6,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",45,"alpha","h2o",10.16,"h2o",0.635
"large sample","M",37,"alpha","h2o",5.08,"h2o",0.635
"solution","A",11,"alpha","h2o",5.715,"h2o",2.54
"machining","M",82,"alpha","h2o",3.81,"h2o",0.635
"waste","P",102,"alpha","h2o",6.35,"h2o",3.175
"machining","A",32,"alpha","h2o",19.05,"h2o",2.54
"small sample","A",25,"alpha","h2o",13.335,"h2o",0.635
"large sample","D",95,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",47,"alpha","h2o",31.75,"h2o",0.635
"large sample","D",6,"alpha","h2o",3.81,"h2o",0.635
"solution","A",21,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",33,"alpha","h2o",5.08,"h2o",3.81
"small sample","A",37,"alpha","h2o",16.51,"h2o",1.27
"metallurgy","A",5,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",14,"alpha","h2o",36.83,"h2o",0.635
"large sample","M",37,"alpha","h2o",13.97,"h2o",0.635
"small sample","A",13,"alpha","h2o",11.43,"h2o",2.54
"large sample","A",65,"alpha","h2o",3.81,"h2o",1.27
"large sample","E",86,"alpha","h2o",1.27,"h2o",0.635
"solution","A",20,"alpha","h2o",8.255,"h2o",0.635
"large sample","E",70,"alpha","h2o",0.635,"h2o",0.635
"machining","M",40,"alpha","h2o",20.955,"h2o",0.635
"metallurgy","A",61,"alpha","h2o",7.62,"h2o",1.905
"metallurgy","A",45,"alpha","h2o",5.08,"h2o",3.81
"large sample","A",8,"alpha","h2o",6.35,"h2o",3.175
"machining","A",26,"alpha","h2o",16.51,"h2o",0.635
"small sample","A",18,"alpha","h2o",11.43,"h2o",4.445
"waste","A",19,"alpha","h2o",10.16,"h2o",1.27
"metallurgy","E",76,"alpha","h2o",5.715,"h2o",0.635
"large sample","M",51,"alpha","h2o",18.415,"h2o",0.635
"solution","A",24,"alpha","h2o",8.89,"h2o",1.27
"small sample","A",41,"alpha","h2o",14.605,"h2o",1.905
"small sample","A",12,"alpha","h2o",10.16,"h2o",1.905
"large sample","M",30,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",9,"alpha","h2o",2.54,"h2o",3.81
"large sample","A",12,"alpha","h2o",13.97,"h2o",0.635
"large sample","M",50,"alpha","h2o",8.255,"h2o",0.635
"small sample","B",58,"alpha","h2o",1.905,"h2o",1.905
"machining","M",31,"alpha","h2o",4.445,"h2o",0.635
"metallurgy","A",58,"alpha","h2o",13.97,"h2o",0.635
"small sample","A",41,"alpha","h2o",12.7,"h2o",1.905
"small sample","A",23,"alpha","h2o",23.495,"h2o",0.635
"large sample","A",24,"alpha","h2o",3.175,"h2o",1.27
"metallurgy","A",20,"alpha","h2o",0.635,"h2o",3.175
"small sample","A",12,"alpha","h2o",8.255,"h2o",2.54
"solution","A",16,"alpha","h2o",8.89,"h2o",1.905
"solution","A",8,"alpha","h2o",6.35,"h2o",1.905
"large sample","D",219,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",21,"alpha","h2o",15.24,"h2o",1.27
"large sample","D",78,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",22,"alpha","h2o",9.525,"h2o",0.635
"large sample","M",31,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",7,"alpha","h2o",19.05,"h2o",0.635
"metallurgy","A",22,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",44,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",43,"alpha","h2o",9.525,"h2o",1.905
"waste","A",55,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",32,"alpha","h2o",5.715,"h2o",0.635
"solution","A",11,"alpha","h2o",1.27,"h2o",0.635
"machining","M",48,"alpha","h2o",10.16,"h2o",0.635
"waste","P",184,"alpha","h2o",40.005,"h2o",0.635
"large sample","A",38,"alpha","h2o",12.7,"h2o",1.27
"solution","A",17,"alpha","h2o",10.795,"h2o",0.635
"metallurgy","E",126,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",29,"alpha","h2o",7.62,"h2o",0.635
"small sample","A",19,"alpha","h2o",13.97,"h2o",0.635
"small sample","A",45,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",8,"alpha","h2o",43.18,"h2o",0.635
"large sample","C",182,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",24,"alpha","h2o",4.445,"h2o",0.635
"large sample","B",34,"alpha","h2o",5.08,"h2o",0.635
"metallurgy","E",108,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",45,"alpha","h2o",10.16,"h2o",1.27
"large sample","A",34,"alpha","h2o",6.35,"h2o",0.635
"waste","A",55,"alpha","h2o",11.43,"h2o",2.54
"small sample","A",28,"alpha","h2o",16.51,"h2o",0.635
"small sample","A",23,"alpha","h2o",20.32,"h2o",1.27
"solution","A",65,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",30,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",31,"alpha","h2o",20.955,"h2o",0.635
"large sample","E",24,"alpha","h2o",4.445,"h2o",0.635
"metallurgy","A",45,"alpha","h2o",5.08,"h2o",1.905
"large sample","E",53,"alpha","h2o",1.905,"h2o",1.27
"large sample","D",38,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",48,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",65,"alpha","h2o",10.16,"h2o",1.27
"metallurgy","B",30,"alpha","h2o",4.445,"h2o",1.27
"metallurgy","A",22,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",16,"alpha","h2o",3.81,"h2o",0.635
"large sample","D",103,"alpha","h2o",5.08,"h2o",0.635
"machining","M",112,"alpha","h2o",12.7,"h2o",0.635
"large sample","A",33,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",17,"alpha","h2o",5.715,"h2o",1.905
"small sample","A",18,"alpha","h2o",10.16,"h2o",1.27
"small sample","A",51,"alpha","h2o",8.255,"h2o",1.905
"machining","M",42,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",20,"alpha","h2o",12.065,"h2o",1.27
"large sample","D",72,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",17,"alpha","h2o",9.525,"h2o",1.905
"large sample","M",54,"alpha","h2o",5.715,"h2o",0.635
"solution","A",8,"alpha","h2o",5.08,"h2o",1.27
"machining","M",11,"alpha","h2o",13.97,"h2o",0.635
"large sample","A",65,"alpha","h2o",4.445,"h2o",0.635
"solution","A",6,"alpha","h2o",25.4,"h2o",2.54
"small sample","A",27,"alpha","h2o",20.32,"h2o",2.54
"small sample","A",12,"alpha","h2o",6.985,"h2o",3.175
"metallurgy","E",37,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",27,"alpha","h2o",25.4,"h2o",1.27
"large sample","A",42,"alpha","h2o",10.795,"h2o",1.27
"machining","M",74,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",24,"alpha","h2o",14.605,"h2o",1.27
"small sample","A",23,"alpha","h2o",12.7,"h2o",1.27
"small sample","A",19,"alpha","h2o",10.16,"h2o",0.635
"solution","A",19,"alpha","h2o",24.765,"h2o",1.27
"small sample","A",35,"alpha","h2o",5.715,"h2o",0.635
"large sample","D",187,"alpha","h2o",9.525,"h2o",0.635
"machining","A",22,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",17,"alpha","h2o",17.145,"h2o",6.35
"large sample","M",10,"alpha","h2o",0.635,"h2o",0.635
"solution","A",7,"alpha","h2o",5.715,"h2o",1.905
"metallurgy","E",74,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",18,"alpha","h2o",15.875,"h2o",3.81
"small sample","A",25,"alpha","h2o",5.08,"h2o",1.905
"large sample","A",20,"alpha","h2o",5.08,"h2o",1.27
"metallurgy","E",17,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",30,"alpha","h2o",3.175,"h2o",1.905
"small sample","B",142,"alpha","h2o",6.985,"h2o",1.905
"large sample","D",133,"alpha","h2o",1.27,"h2o",0.635
"large sample","B",127,"alpha","h2o",4.445,"h2o",1.27
"solution","A",8,"alpha","h2o",10.16,"h2o",1.27
"solution","A",27,"alpha","h2o",6.985,"h2o",1.905
"large sample","E",47,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",27,"alpha","h2o",17.145,"h2o",1.905
"small sample","A",11,"alpha","h2o",12.065,"h2o",0.635
"large sample","A",20,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",38,"alpha","h2o",13.335,"h2o",2.54
"small sample","A",48,"alpha","h2o",8.89,"h2o",0.635
"large sample","E",25,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",51,"alpha","h2o",10.16,"h2o",0.635
"large sample","B",97,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",57,"alpha","h2o",7.62,"h2o",2.54
"large sample","A",29,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",26,"alpha","h2o",10.795,"h2o",0.635
"large sample","A",16,"alpha","h2o",3.81,"h2o",0.635
"large sample","D",38,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",64,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",28,"alpha","h2o",10.795,"h2o",3.81
"large sample","A",33,"alpha","h2o",9.525,"h2o",1.27
"waste","P",90,"alpha","h2o",8.255,"h2o",0.635
"large sample","B",166,"alpha","h2o",7.62,"h2o",2.54
"small sample","A",11,"alpha","h2o",3.81,"h2o",2.54
"metallurgy","A",59,"alpha","h2o",7.62,"h2o",1.905
"metallurgy","E",40,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",12,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",65,"alpha","h2o",6.985,"h2o",0.635
"machining","M",35,"alpha","h2o",20.955,"h2o",0.635
"waste","P",72,"alpha","h2o",12.065,"h2o",2.54
"large sample","A",52,"alpha","h2o",6.985,"h2o",0.635
"large sample","E",33,"alpha","h2o",1.905,"h2o",0.635
"waste","A",15,"alpha","h2o",9.525,"h2o",2.54
"large sample","A",65,"alpha","h2o",20.955,"h2o",3.81
"metallurgy","A",4,"alpha","h2o",15.24,"h2o",1.27
"large sample","E",100,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",24,"alpha","h2o",23.495,"h2o",0.635
"solution","A",14,"alpha","h2o",12.7,"h2o",1.27
"solution","A",14,"alpha","h2o",3.81,"h2o",2.54
"small sample","A",3,"alpha","h2o",12.7,"h2o",1.27
"waste","P",196,"alpha","h2o",12.065,"h2o",1.27
"large sample","A",41,"alpha","h2o",11.43,"h2o",0.635
"solution","A",17,"alpha","h2o",15.875,"h2o",0.635
"large sample","D",64,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",65,"alpha","h2o",5.715,"h2o",1.905
"machining","M",81,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",23,"alpha","h2o",24.765,"h2o",0.635
"large sample","E",40,"alpha","h2o",0.635,"h2o",0.635
"large sample","E",24,"alpha","h2o",0.635,"h2o",0.635
"large sample","M",52,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","A",30,"alpha","h2o",9.525,"h2o",1.905
"waste","P",46,"alpha","h2o",3.81,"h2o",5.715
"small sample","A",4,"alpha","h2o",8.89,"h2o",1.27
"metallurgy","A",51,"alpha","h2o",13.97,"h2o",1.27
"solution","A",5,"alpha","h2o",11.43,"h2o",1.27
"small sample","A",29,"alpha","h2o",13.97,"h2o",4.445
"large sample","D",23,"alpha","h2o",1.27,"h2o",0.635
"large sample","E",138,"alpha","h2o",1.905,"h2o",0.635
"machining","M",35,"alpha","h2o",19.05,"h2o",0.635
"machining","M",10,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",59,"alpha","h2o",8.89,"h2o",1.905
"small sample","A",17,"alpha","h2o",31.115,"h2o",4.445
"waste","A",13,"alpha","h2o",9.525,"h2o",2.54
"solution","A",55,"alpha","h2o",8.255,"h2o",3.175
"small sample","A",13,"alpha","h2o",6.35,"h2o",1.27
"small sample","A",65,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",13,"alpha","h2o",24.13,"h2o",1.27
"small sample","A",4,"alpha","h2o",13.97,"h2o",2.54
"machining","M",34,"alpha","h2o",8.255,"h2o",0.635
"small sample","A",38,"alpha","h2o",4.445,"h2o",1.905
"large sample","A",28,"alpha","h2o",2.54,"h2o",3.175
"metallurgy","E",49,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",16,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",28,"alpha","h2o",4.445,"h2o",2.54
"small sample","A",65,"alpha","h2o",5.08,"h2o",1.27
"waste","A",17,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",35,"alpha","h2o",18.415,"h2o",0.635
"large sample","A",13,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",13,"alpha","h2o",8.89,"h2o",1.27
"large sample","E",150,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",16,"alpha","h2o",1.27,"h2o",1.27
"small sample","A",13,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",12,"alpha","h2o",11.43,"h2o",0.635
"machining","M",2,"alpha","h2o",26.035,"h2o",0.635
"large sample","A",33,"alpha","h2o",3.175,"h2o",1.905
"large sample","E",84,"alpha","h2o",1.27,"h2o",0.635
"waste","A",65,"alpha","h2o",10.16,"h2o",1.27
"large sample","A",52,"alpha","h2o",2.54,"h2o",0.635
"metallurgy","A",15,"alpha","h2o",11.43,"h2o",0.635
"solution","A",6,"alpha","h2o",1.27,"h2o",1.905
"large sample","A",9,"alpha","h2o",3.81,"h2o",1.905
"waste","A",16,"alpha","h2o",1.905,"h2o",2.54
"large sample","D",126,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","E",28,"alpha","h2o",2.54,"h2o",0.635
"large sample","M",54,"alpha","h2o",10.795,"h2o",0.635
"large sample","A",65,"alpha","h2o",12.7,"h2o",0.635
"metallurgy","A",62,"alpha","h2o",6.35,"h2o",0.635
"large sample","D",322,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",7,"alpha","h2o",10.16,"h2o",1.27
"large sample","A",48,"alpha","h2o",17.145,"h2o",0.635
"metallurgy","B",57,"alpha","h2o",0.635,"h2o",1.27
"small sample","B",30,"alpha","h2o",2.54,"h2o",1.905
"metallurgy","A",65,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",30,"alpha","h2o",1.27,"h2o",1.905
"large sample","D",23,"alpha","h2o",1.27,"h2o",0.635
"machining","M",37,"alpha","h2o",22.225,"h2o",0.635
"small sample","A",65,"alpha","h2o",14.605,"h2o",0.635
"small sample","A",44,"alpha","h2o",12.065,"h2o",0.635
"small sample","A",32,"alpha","h2o",4.445,"h2o",1.27
"large sample","E",146,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",20,"alpha","h2o",8.89,"h2o",0.635
"large sample","M",145,"alpha","h2o",20.32,"h2o",0.635
"large sample","D",96,"alpha","h2o",0.635,"h2o",0.635
"small sample","B",67,"alpha","h2o",8.255,"h2o",1.905
"small sample","B",54,"alpha","h2o",6.985,"h2o",3.81
"large sample","B",77,"alpha","h2o",7.62,"h2o",1.905
"waste","A",65,"alpha","h2o",11.43,"h2o",1.27
"solution","A",41,"alpha","h2o",20.955,"h2o",3.175
"large sample","A",11,"alpha","h2o",11.43,"h2o",2.54
"small sample","A",10,"alpha","h2o",4.445,"h2o",1.905
"large sample","A",27,"alpha","h2o",6.35,"h2o",1.27
"metallurgy","A",62,"alpha","h2o",5.08,"h2o",0.635
"machining","M",94,"alpha","h2o",24.13,"h2o",0.635
"small sample","A",27,"alpha","h2o",18.415,"h2o",0.635
"solution","A",12,"alpha","h2o",12.065,"h2o",1.27
"metallurgy","A",24,"alpha","h2o",15.24,"h2o",1.905
"small sample","A",29,"alpha","h2o",22.86,"h2o",1.27
"large sample","A",42,"alpha","h2o",10.795,"h2o",1.905
"large sample","D",178,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",60,"alpha","h2o",8.255,"h2o",1.905
"small sample","A",29,"alpha","h2o",12.065,"h2o",1.905
"metallurgy","A",20,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",6,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",38,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",37,"alpha","h2o",27.94,"h2o",1.27
"large sample","E",93,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",14,"alpha","h2o",12.7,"h2o",0.635
"large sample","A",15,"alpha","h2o",14.605,"h2o",0.635
"small sample","A",13,"alpha","h2o",6.985,"h2o",0.635
"small sample","A",33,"alpha","h2o",3.81,"h2o",3.175
"small sample","A",34,"alpha","h2o",10.16,"h2o",0.635
"solution","A",20,"alpha","h2o",2.54,"h2o",2.54
"machining","A",7,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",58,"alpha","h2o",7.62,"h2o",1.905
"large sample","D",55,"alpha","h2o",4.445,"h2o",0.635
"waste","A",11,"alpha","h2o",10.16,"h2o",3.81
"large sample","B",17,"alpha","h2o",3.81,"h2o",0.635
"solution","A",7,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",41,"alpha","h2o",1.905,"h2o",1.905
"large sample","A",28,"alpha","h2o",0.635,"h2o",1.905
"waste","A",25,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",9,"alpha","h2o",13.97,"h2o",0.635
"large sample","M",72,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",25,"alpha","h2o",12.065,"h2o",1.27
"large sample","A",53,"alpha","h2o",20.955,"h2o",1.27
"large sample","M",90,"alpha","h2o",24.13,"h2o",0.635
"machining","M",9,"alpha","h2o",13.97,"h2o",0.635
"large sample","D",63,"alpha","h2o",3.175,"h2o",0.635
"large sample","M",72,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",25,"alpha","h2o",1.905,"h2o",1.27
"small sample","A",8,"alpha","h2o",11.43,"h2o",1.905
"solution","A",20,"alpha","h2o",13.335,"h2o",0.635
"large sample","D",83,"alpha","h2o",0.635,"h2o",0.635
"large sample","M",42,"alpha","h2o",12.065,"h2o",0.635
"machining","M",25,"alpha","h2o",8.255,"h2o",0.635
"large sample","D",97,"alpha","h2o",3.175,"h2o",1.27
"metallurgy","E",20,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",34,"alpha","h2o",5.08,"h2o",1.27
"large sample","A",65,"alpha","h2o",19.685,"h2o",1.905
"small sample","A",20,"alpha","h2o",7.62,"h2o",1.27
"solution","A",9,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",40,"alpha","h2o",16.51,"h2o",1.27
"large sample","M",81,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",10,"alpha","h2o",19.05,"h2o",2.54
"metallurgy","A",41,"alpha","h2o",3.175,"h2o",1.27
"large sample","E",110,"alpha","h2o",1.27,"h2o",0.635
"solution","A",36,"alpha","h2o",5.08,"h2o",2.54
"solution","A",20,"alpha","h2o",25.4,"h2o",0.635
